Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
21/03/2019,8,10.225,14,10
22/03/2019,7,9.7,6,20
23/03/2019,6,10.2625,15,10
24/03/2019,4,7.6625,12,0
25/03/2019,4,7.3375,17,21
26/03/2019,7,7.8375,16,21
27/03/2019,8,8.375,14,61
28/03/2019,8,10.7,9,
29/03/2019,5,12.1125,11,21
30/03/2019,1,15.5,11,5
31/03/2019,0,7.6625,13,5
01/04/2019,0,8.05,13,5
02/04/2019,0,11.685714,10,5
03/04/2019,7,9.875,9,63
05/04/2019,2,12.0625,10,5
06/04/2019,0,12.7625,10,10
07/04/2019,0,12.8375,8,5
08/04/2019,1,9.1125,16,5
09/04/2019,1,6.6625,15,5
10/04/2019,0,6.275,14,5
11/04/2019,7,5.3375,12,22
12/04/2019,5,5.2125,11,22
13/04/2019,7,3.475,16,68
14/04/2019,7,5.9375,16,61
15/04/2019,2,7.35,14,5
16/04/2019,0,8.4375,15,5
17/04/2019,0,11.6625,14,5
18/04/2019,0,13.0125,14,5
19/04/2019,0,14.1,12,5
20/04/2019,0,13.125,8,
21/04/2019,0,16.8125,10,
22/04/2019,0,15.775,16,5
23/04/2019,0,14.225,19,5
24/04/2019,2,17.65,10,21
25/04/2019,0,19.6125,7,
26/04/2019,7,14.975,16,95
27/04/2019,5,16.2125,13,0
28/04/2019,7,9.85,10,61
29/04/2019,3,13.6125,12,10
30/04/2019,6,17.65,11,0
01/05/2019,7,9.2625,15,20
02/05/2019,7,8.95,16,61
03/05/2019,6,8.7625,18,21
04/05/2019,5,7.3,15,61
05/05/2019,5,10.6875,15,
06/05/2019,3,9.1625,18,61
07/05/2019,3,9.6625,14,21
08/05/2019,6,12.8125,8,61
09/05/2019,6,15,7,61
10/05/2019,7,10.4625,11,61
11/05/2019,1,11.525,9,
12/05/2019,1,13.0125,16,5
13/05/2019,1,12.7125,11,5
14/05/2019,7,12.3375,9,
15/05/2019,2,13.9,11,
16/05/2019,7,12.475,15,61
17/05/2019,7,11.95,11,10
18/05/2019,3,16.4875,13,5
19/05/2019,4,14.2375,12,10
20/05/2019,3,16.8125,9,28
21/05/2019,7,16.425,10,61
22/05/2019,6,12.1,15,61
23/05/2019,5,18.2375,10,0
24/05/2019,2,18.4125,17,0
25/05/2019,7,13.5375,14,
26/05/2019,7,13.625,10,61
27/05/2019,6,15.2625,13,
28/05/2019,6,13.1625,12,
29/05/2019,3,13.3625,8,0
30/05/2019,7,14.0125,9,61
31/05/2019,7,18.85,14,
01/06/2019,6,19.5625,15,0
02/06/2019,2,24.35,8,
03/06/2019,6,22.225,12,21
04/06/2019,7,16.0625,10,61
05/06/2019,5,22.9125,11,
06/06/2019,6,19.5,13,61
07/06/2019,1,17.45,10,
08/06/2019,7,16.2375,13,61
09/06/2019,5,18.65,10,
10/06/2019,7,16.125,14,61
11/06/2019,6,18.1375,6,95
12/06/2019,7,16.6625,10,95
13/06/2019,0,22.175,11,
14/06/2019,5,22.9,9,95
15/06/2019,7,18.2125,12,95
16/06/2019,6,20.3875,8,0
17/06/2019,3,21.875,9,
18/06/2019,5,25.1125,6,95
19/06/2019,3,25.95,8,17
20/06/2019,6,19.275,8,21
21/06/2019,6,18.1625,11,
22/06/2019,6,17.025,9,5
23/06/2019,1,20.375,12,5
24/06/2019,6,21.875,13,
25/06/2019,3,28.775,7,
26/06/2019,0,26.0375,16,5
27/06/2019,6,17.175,14,
28/06/2019,1,20.225,7,
29/06/2019,0,24.0375,8,0
30/06/2019,0,27.3375,19,5
01/07/2019,5,20.25,20,0
02/07/2019,6,15.1875,18,21
03/07/2019,5,16.5,13,21
04/07/2019,7,15.9625,15,61
05/07/2019,7,15.7375,13,61
06/07/2019,7,15.9125,17,61
07/07/2019,7,14.4625,16,
08/07/2019,7,16.0125,15,61
09/07/2019,7,16.625,13,20
10/07/2019,1,19.2125,11,
11/07/2019,7,17.6125,6,53
12/07/2019,7,18.475,7,61
13/07/2019,7,19.9,12,20
14/07/2019,8,15.3625,9,20
15/07/2019,7,15.5875,16,
16/07/2019,5,19.1125,14,0
17/07/2019,4,17.5375,6,0
18/07/2019,6,21.25,8,0
19/07/2019,6,21.0875,11,21
20/07/2019,7,24.35,14,95
21/07/2019,8,18.9,16,21
22/07/2019,7,16.6375,5,61
23/07/2019,0,26.1,9,0
24/07/2019,0,27.6875,10,0
25/07/2019,6,29.725,11,
26/07/2019,0,26.925,14,5
27/07/2019,4,23.5375,21,5
28/07/2019,3,23.35,14,5
29/07/2019,6,25.25,7,61
30/07/2019,7,20.7375,8,61
31/07/2019,6,20.45,7,61
01/08/2019,5,21.0625,9,61
